"ISBN","Book-Title","Book-Author","Year-of-Publication","Publisher","Quantity"
"038081093X","Excavation","James Rollins","2000","HarperTorch","82"
"2910188132","L'effet pervers: Le naufrage des démocraties","Michel Collin","1994","Diffusion Hachette","37"
"0684867974","Take the Cannoli : Stories From the New World","Sarah Vowell","2000","Simon &amp; Schuster","96"
"0060924349","Maybe the Moon : A Novel","Armistead Maupin","1993","Perennial","28"
"0373289170","Devil Earl (Harlequin Historical)","Deborah Simmons","1996","Harlequin","69"
"0671627759","RIDE THUNDER","Janet Dailey","1986","Pocket","60"
"0440225116","Secrecy","BELVA PLAIN","1998","Dell","95"
"0316171638","Tangled Vines","Janet Dailey","1993","Little, Brown","65"
"0440214009","Treasures","Belva Plain","1993","Dell","64"
"8483100959","Una Mujer Dificil","John Irving","1999","Tusquets","66"
"8479019395","Amarse Con Los Ojos Abiertos / To Love With Eyes Wide Open","Jorge Bucay","2003","Alfaguara/Santillana USA","75"
"8433966324","Sostiene Pereira","Antonio Tabucchi","1999","Anagrama","91"
"342312203X","Der ehrliche L�?¼gner. Roman von tausendundeiner L�?¼ge.","Rafik Schami","1996","Dtv","14"
"3257211945","Das Hotel New Hampshire","John Irving","1998","Diogenes Verlag AG","17"
"3499156717","PanAroma. Jitterbug Perfume.","Tom Robbins","1985","Rowohlt Tb.","10"
"3442448387","Der Gott Der Kleinen Dinge","Arundhati Roy","0","Wilhelm Goldmann Verlag GmbH","41"
"3257231008","Vendetta. Commissario Brunettis vierter Fall.","Donna Leon","1998","Diogenes Verlag","100"
"0330346261","Acqua Alta","Donna Leon","0","Pan Books Ltd","40"
"0671743481","The University of Chicago Spanish - English English - Spanish Dictionary","Carlos Castillo","1991","Pocket","14"
"067187876X","Armageddon","Billie Sue Mosiman","1998","Baen","20"
"0140320431","Charlie and the Great Glass Elevator (Puffin Story Books)","Roald Dahl","1975","Puffin Books","57"
"0743471520","Thraxas","Martin Scott","2003","Baen Books","56"
"044166251X","Phule's Company (Phule's Company, No 1)","Robert Asprin","1990","Ace Books","94"
"0713724048","Time Travel: Fact, Fiction, &amp; Possibility","Jenny Randles","1995","Sterling Pub Co Inc","16"
"0006727492","Berry Moon","Will Gatti","1988","HarperCollins Publishers","38"
"0440999197","The Young Unicorns (Laurel Leaf Books)","MADELEINE L'ENGLE","1989","Laure Leaf","41"
"0471062189","Small Business Management (The Wiley Series in Management)","Hal B. Pickle","1981","John Wiley &amp; Sons Inc","43"
"0375758453","Without Reservations : The Travels of an Independent Woman","ALICE STEINBACH","2002","Random House Trade Paperbacks","82"
"0843950552","The Infinite (Leisure Horror)","Doug Clegg","2002","Leisure Books","62"
"0553560719","Dark Force Rising (Star Wars: The Thrawn Trilogy, Vol. 2)","Timothy Zahn","1998","Bantam","76"
"0451168615","Skeleton Crew","Stephen King","1986","Signet Book","22"
"0028617363","The Complete Idiot's Guide to Chess","Patrick Wolff","1997","Alpha Books","56"
"0886779146","My Favorite Horror Story","Mike Baker","2000","Daw Books","38"
"0385334206","Breakfast of Champions","Kurt Vonnegut","1999","Delta","38"
"0671027492","Ghost Roads  (Buffy the Vampire Slayer: The Gatekeeper Trilogy, Book 2)","Christopher Golden","1999","Simon Spotlight Entertainment","34"
"1853260010","Wuthering Heights (Wordsworth Classics)","Emily Bronte","1997","NTC/Contemporary Publishing Company","20"
"0449220605","He, She and It","Marge Piercy","1993","Fawcett Books","76"
"0553379267","A Canticle for Leibowitz (Bantam Spectra Book)","Walter M. Miller Jr.","1997","Bantam","82"
"1853260002","Pride &amp; Prejudice (Wordsworth Classics)","Jane Austen","1997","NTC/Contemporary Publishing Company","78"
"1853260614","Dr. Jekyll &amp; Mr. Hyde (Wordsworth Classics)","Robert Louis Stevenson","1997","NTC/Contemporary Publishing Company","63"
"0553560735","Red Mars (Mars Trilogy)","Kim Stanley Robinson","1993","Bantam","38"
"0671027506","Sons of Entropy  (Buffy the Vampire Slayer: The Gatekeeper Trilogy, Book 3)","Christopher Golden","1999","Simon Spotlight Entertainment","69"
"0671024345","Out of the Madhouse  (Buffy the Vampire Slayer: The Gatekeeper Trilogy, Book 1)","Christopher Golden","1999","Simon Spotlight Entertainment","43"
"0345384229","The Transition of H. P. Lovecraft: The Road to Madness","H. P. Lovecraft","1996","Del Rey Books","69"
"0449006883","Magic Terror: Seven Tales","Peter Straub","2001","Fawcett Books","32"
"0060952822","The Simpsons Guide to Springfield","Matt Groening","1998","Perennial Currents","78"
"0553106651","Seize the Night","DEAN KOONTZ","1998","Bantam","85"
"0671025538","The TITANIC DISASTER HEARINGS","Tom Kuntz","1998","Pocket","65"
"0345413997","The Door into Summer","Robert A. Heinlein","1997","Del Rey Books","63"
"1853260444","The Moonstone (Wordsworth Classics)","Wilkie Collins","1997","NTC/Contemporary Publishing Company","85"
"1853260770","Woman in White (Wordsworth Collection)","Wilkie Collins","1998","NTC/Contemporary Publishing Company","21"
"0312863853","Robert Bloch: Appreciations of the Master","Richard Matheson","1997","St Martins Pr","27"
"0671026291","The Xander Years, Volume 1","Keith R.A. DeCandido","1999","Simon Spotlight Entertainment","13"
"0425099334","Shattered","Dean R. Koontz","1993","Berkley Publishing Group","30"
"3442541425","Anderer Leute Dreck. Die gewissenhaften Aufzeichnungen einer Putzfrau.","Louise Rafkin","2000","Goldmann","17"
"8501012076","Cem Anos De Solidao","Gabr Garcia Marquez","0","Distribooks Int'l+inc","13"
"067972205X","The Story of a Shipwrecked Sailor","GABRIEL GARCIA MARQUEZ","1989","Vintage","95"
"0446912069","The Celestine Prophecy : A Pocket Guide to the Nine Insights","James Redfield","1996","Warner Books","27"
"0802112803","October Eight O'Clock","Norman Manea","1992","Grove/Atlantic","15"
"0399135847","Billy","Whitley Strieber","1990","Putnam Pub Group","48"
"0813517508","The Cruz Chronicle: A Novel (Rutgers Press Fiction)","Henry H. Roth","1991","Rutgers Univ Pr","51"
"067978148X","The Rules of Attraction","Bret Easton Ellis","1998","Vintage Books USA","25"
"0871135701","Burmese Looking Glass: A Human Rights Adventure and a Jungle Revolution","Edith T. Mirante","1994","Atlantic Monthly Press","37"
"1551667479","The Other Twin","Katherine Stone","2003","Mira","11"
"0671027115","Lily of the Valley","Suzanne Strempek Shea","2000","Washington Square Press","76"
"0671785141","MY OWN COUNTRY : A DOCTOR'S STORY OF A TOWN AND ITS PEOPLE IN THE AGE OF AIDS","Abraham Verghese","1994","Simon &amp; Schuster","20"
"006000777X","The Lies That Bind","Edward Deangelo","2002","Perennial","76"
"0671891650","PRETTY BOY FLOYD","Larry McMurtry","1994","Simon &amp; Schuster","72"
"0060391022","A Village Affair","Joanna Trollope","1989","Harpercollins","71"
"1577330080","Compassion for All Creatures: An Inspirational Guide for Healing the Ostrich Syndrome","Janice Gray Kolb","1997","Blue Dolphin Publishing","17"
"0786711035","Beasts","Joyce Carol Oates","2002","Carroll &amp; Graf Publishers","36"
"0618263276","Special : A Novel","Bella Bathurst","2003","Mariner Books","83"
"0684853507","BAG OF BONES : A NOVEL","Stephen King","1998","Scribner","75"
"0385492235","An Invisible Sign of My Own","Aimee Bender","2000","Doubleday Books","79"
"0761516735","You Can Save the Animals: 251 Ways to Stop Thoughtless Cruelty","Ingrid Newkirk","1999","Prima Lifestyles","59"
"0060931353","Cowboy : A Novel","Sara Davidson","2000","Perennial","75"
"0345407083","Do Unto Others","Kristin Lattany","2000","Oneworld Publications","41"
"1570671222","Shopping Guide for Caring Consumers 2002: A Guide to Products That Are Not Tested on Animals (Shopping Guide for Caring Consumers, 2002)","People for the Ethical Treatment of Anim","2001","Peta Publications","82"
"080213338X","TRY","Dennis Cooper","1995","Grove Press","40"
"0722513585","Single Vegetarian: Healthy Recipes for One","Marlis Weber","1990","Thorsons Publishers","91"
"0385488947","Eleven Days: A Novel of the Heartland","Donald Harstad","1998","Doubleday Books","51"
"0446522422","One Better","Rosalyn McMillan","1997","Warner Books Inc","32"
"0446522384","Charmed Circle","Carol Smith","1998","Warner Books","53"
"0345380673","No Man in the House","Cecil Foster","1992","Ballantine Books","73"
"0446524182","How Close We Come : A Novel of Women's Friendships","Susan S. Kelly","1998","Warner Books","76"
"0670865796","The Deep End of the Ocean (Oprah's Book Club (Hardcover))","Jacquelyn Mitchard","1996","Penguin USA","22"
"0525241604","A prodigal child","David Storey","1982","E.P. Dutton","18"
"0399146296","Sarah's Window","Janice Graham","2001","Putnam Adult","71"
"031230238X","Alexandra: The Last Tsarina","Carolly Erickson","2002","St. Martin's Griffin","65"
"0312859589","Shadow of Ashland","Terence M. Green","1996","St Martins Pr","86"
"0802139566","Fair Warning: A Novel","Robert Olen Butler","2002","Grove Press","39"
"0805042156","Feng Shui Handbook: How to Create a Healthier Living and Working Environment (Henry Holt Reference Book)","Kam Chuen Lam","1996","Henry Holt &amp; Company","42"
"155870275X","Cover Letters That Will Get You the Job You Want","Stanley Wynett","1993","Betterway Books","97"
"006019295X","Hello to the Cannibals: A Novel","Richard Bausch","2002","HarperCollins Publishers","28"
"0385484003","Bitch: In Praise of Difficult Women","Elizabeth Wurtzel","1998","Doubleday Books","94"
"0060185716","Triggerfish Twist: A Novel","Tim Dorsey","2002","William Morrow &amp; Company","69"
"0517163128","Friends Are Special","LUCY MEAD","2001","Gramercy","37"
"0671521004","The Journal Of Callie Wade","Dawn Miller","1996","Atria","77"
"1401300065","Gasping for Airtime : Two Years in the Trenches of Saturday Night Live","Jay Mohr","2004","Hyperion","15"
"0061031542","Orange Crush","Tim Dorsey","2002","HarperTorch","24"
"0618197338","The Best American Short Stories 2003 (Best American Short Stories, 2003)","Katrina Kenison","2003","Houghton Mifflin","62"
"0399237232","Triss (Redwall, Book 15)","Brian Jacques","2002","Philomel Books","27"
"0316603570","3rd Degree","James Patterson","2004","Little, Brown","43"
"0312318898","The Perfumed Sleeve : A Novel","Laura Joh Rowland","2004","St. Martin's Minotaur","21"
"0312289723","Ten Big Ones: A Stephanie Plum Novel","Janet Evanovich","2004","St. Martin's Press","38"
"0671659154","SHERLOCK HOLMES &amp; THE CASE OF SABINA HALL","Pamela Greenwood","1989","Pocket","83"
"0553801945","The Game (King, Laurie R)","LAURIE R. KING","2004","Bantam","59"
"0811828301","Dog Bless America: Tails from the Road","Jeff Selis","2001","Chronicle Books","54"
"0765347156","The Adventuress (Irene Adler)","Carole Nelson Douglas","2003","Forge Books","94"
"0740713949","A Little Look-See:  Mutts 6","Patrick McDonnell","2001","Andrews McMeel Publishing","37"
"0836269195","Three Dog Bakery Cookbook","Dan Dye","1998","Andrews McMeel Publishing","38"
"0060745908","Wicked Musical Tie-in Edition : The Life and Times of the Wicked Witch of the West","Gregory Maguire","2004","Regan Books","85"
"0425192725","Q Is for Quarry","Sue Grafton","2003","Berkley Publishing Group","45"
"0553579525","The Moor (Mary Russell Novels (Paperback))","LAURIE R. KING","1999","Bantam","75"
"0380792745","The Lust Lizard of Melancholy Cove","Christopher Moore","2000","Perennial","45"
"0688167829","Florida Roadkill","Tim Dorsey","1999","Harpercollins","45"
"0812517024","Irene At Large (Irene Adler)","Carole Nelson Douglas","1993","Tor Books","94"
"0399146652","The Cat Who Smelled a Rat","Lilian Jackson Braun","2001","Putnam Publishing Group","34"
"006056198X","Bleachy-Haired Honky Bitch : Tales from a Bad Neighborhood","Hollis Gillespie","2004","Regan Books","26"
"0553573985","Gibbon's Decline and Fall","Sheri S. Tepper","1997","Bantam Books","19"
"0312065647","The Best of Pulphouse: The Hardback Magazine","Kristine Kathryn Rusch","1991","St Martins Pr","62"
"0671578448","The Unlikely Ones","Mary Brown","1999","Baen","73"
"0671042831","Moonlight on the Avenue of Faith","Gina B. Nahai","2000","Washington Square Press","55"
"0312199406","Night of Many Dreams : A Novel","Gail Tsukiyama","1998","St. Martin's Griffin","82"
"0393046974","House of Sand and Fog","Andre Dubus III","1999","W.W. Norton &amp; Company","21"
"0312968884","Singing in the Shrouds","Ngaio Marsh","1999","St. Martin's Press","52"
"0756401356","The War of the Flowers","Tad Williams","2003","Daw Books","60"
"0671656155","The Fall of Atlantis","Marion Zimmer Bradley","1987","Baen","82"
"0968288308","Gang Ranch the Real Story","Judy Alsager","1997","Bluedoor Publishing","39"
"0808514121","East of Eden (Penguin Twentieth-Century Classics)","John Steinbeck","1999","Sagebrush Education Resources","37"
"0345450698","Clay's Quilt: A Novel (Ballantine Reader's Circle)","Silas House","2002","Ballantine Books","100"
"0375412530","Back When We Were Grownups: A Novel","ANNE TYLER","2001","Knopf","65"
"0969799152","Alaska by Cruise Ship: The Complete Guide to the Alaska Cruise Experience","Anne Vipond","1999","Ocean Cruise Guides","97"
"0696218364","Paige by Paige: A Year of Trading Spaces","Paige Davis","2003","Meredith Books","51"
"0787123730","Mother of Pearl","Melinda Haynes","1999","Dove Books","61"
"1565115430","Girl in Hyacinth Blue","Susan Vreeland","2001","Highbridge Audio","13"
"1574533525","Dressing Up for the Carnival","Carol Shields","2001","Audio Literature","51"
"0140285679","About a Boy","Nick Hornby","2002","Penguin Books Ltd","26"
"0824518977","Divine Things: Seeking the Sacred in a Secular Age","Robert Kirschner","2001","Crossroad General Interest","90"
"0553569031","Gone But Not Forgotten","PHILLIP M. MARGOLIN","1994","Bantam","77"
"1558008764","Slow Waltz in Cedar Bend (Unabridged)","Robert James Waller","1993","Audio Literature","39"
"0553472704","Beach Music (BDD Audio)","Pat Conroy","1995","Random House Audio","37"
"1559273909","Anything Considered : A Novel","Peter Mayle","1996","Audio Renaissance","90"
"1402511787","Atonement","Ian McEwan","2002","Recorded Books","52"
"0671779664","SCARLETTTHE SEQUEL TO MARAGARET MITCHELL'S GONE WITH THE WIND (REISSUE-ORIG. PUB : The Sequel to Margaret Mitchell's Gone With The Wind","Alexandra Ripley","1992","Audioworks","84"
"0804114609","Patty Jane's House of Curl","Lorna Landvik","1999","Ivy Books","59"
"0743249275","Lean Thinking : Banish Waste and Create Wealth in Your Corporation, Revised and Updated","James P. Womack","2003","Free Press","100"
"0345438825","Angry Housewives Eating Bon Bons","LORNA LANDVIK","2003","Ballantine Books","23"
"0380868768","The Secret Diary of Adrian Mole, Aged 13 3/4","Sue Townsend","1987","Avon Books","94"
"039915079X","The Teeth of the Tiger","Tom Clancy","2003","G. P. Putnam's Sons","73"
"0670894508","Cause Celeb","Helen Fielding","2001","Viking Books","22"
"0312983743","Knock Me Off My Feet","Susan Donovan","2002","St. Martin's Paperbacks","79"
"069452526X","Theory of Relativity, A  CD","Jacquelyn Mitchard","2001","HarperAudio","27"
"0385729340","The Second Summer of the Sisterhood","ANN BRASHARES","2003","Delacorte Books for Young Readers","54"
"0517122707","A Confederacy of Dunces","John Kennedy Toole","1995","Outlet Books Company","23"
"0679463135","The Pursuit of Alice Thrift","ELINOR LIPMAN","2003","Random House","23"
"0375508716","Motherhood and Hollywood : How to Get a Job Like Mine","PATRICIA HEATON","2002","Villard","13"
"089281859X","The Templars and the Assassins: The Militia of Heaven","James Wasserman","2001","Destiny Books","76"
"075284332X","Bleeding Hearts (A Jack Harvey Novel)","Ian Rankin","2004","Orion mass market paperback","92"
"9724115380","A hora de Sertório (Finisterra)","João Aguiar","1994","Edições ASA","51"
"0451450523","The Last Unicorn","Peter S. Beagle","1994","Roc","62"
"0752801716","When the Sky Fell In Search of Atlantis","Rand Flem Ath","0","Orion","71"
"0330331973","River God","Wilbur Smith","1994","St. Martin's Press","84"
"0006510019","K","Daniel Easterman","1998","Acacia Press, Inc.","48"
"058621089X","The Judas Testament","Daniel Easterman","1995","Acacia Press, Inc.","16"
"0864423705","Lost Japan","Alex Kerr","1996","Lonely Planet Publications","45"
"4770016964","All About Katakana (Power Japanese Series)","Anne Matsumoto Stewart","1993","Kodansha International (JPN)","37"
